年份,排名,企业估值,企业信息,CEO,行业
2022,No.36,￥ 2060 亿,通威股份,谢毅,硅材料
2022,No.37,￥ 2050 亿,药明生物,李革,生物医药
2022,No.38,￥ 2020 亿,快手科技,宿华,传媒和娱乐
2022,No.39,￥ 1980 亿,爱尔眼科,陈邦,医疗服务
2022,No.40,￥ 1930 亿,OPPO,陈明永,消费电子产品
2022,No.41,￥ 1920 亿,中华电信,谢继茂,电信服务
2022,No.42,￥ 1910 亿,汇川技术,朱兴明,工业自动化产品
2022,No.43,￥ 1880 亿,VIVO,沈炜,消费电子产品
2022,No.44,￥ 1870 亿,伊利实业,潘刚,乳制品
2022,No.45,￥ 1860 亿,台塑石化,陈宝郎,石油、天然气
2022,No.46,￥ 1830 亿,银河娱乐,吕志和,博彩
2022,No.47,￥ 1800 亿,格力电器,董明珠,家电
2022,No.48,￥ 1780 亿,百济神州,欧雷强,生物医药
2022,No.49,￥ 1770 亿,阳光电源,曹仁贤,新能源电源设备
2022,No.50,￥ 1740 亿,晶科能源,李仙德,新能源
2022,No.51,￥ 1730 亿,赣锋锂业,李良彬,新能源材料
2022,No.51,￥ 1730 亿,台达电子,海英俊,电子设备
2022,No.53,￥ 1700 亿,亿纬锂能,刘金成,锂电池
2022,No.54,￥ 1630 亿,天齐锂业,蒋卫平,锂矿
2022,No.55,￥ 1610 亿,百胜中国,屈翠容,餐饮
2022,No.55,￥ 1610 亿,联影医疗,张强,医疗器械
2022,No.57,￥ 1600 亿,创科实业,Horst Julius Pudwill,消费品
2022,No.58,￥ 1590 亿,富邦金融控股,蔡明兴,金融服务
2022,No.59,￥ 1580 亿,太平洋建设,严昊,基础建设
2022,No.60,￥ 1540 亿,智飞生物,蒋仁生,疫苗
2022,No.61,￥ 1530 亿,长和,李泽钜,投资
2022,No.61,￥ 1530 亿,长实集团,李泽钜,投资
2022,No.61,￥ 1530 亿,中国民生银行,高迎欣,金融服务
2022,No.64,￥ 1470 亿,晶澳科技,靳保芳,光伏
2022,No.65,￥ 1460 亿,恩捷股份,李晓明,包装盒生产
2022,No.66,￥ 1440 亿,天合光能,高纪凡,光伏
2022,No.66,￥ 1440 亿,蔚来,李斌,新能源汽车
2022,No.68,￥ 1430 亿,TCL中环,沈浩平,光伏
2022,No.68,￥ 1430 亿,理想汽车,李想,新能源汽车
2022,No.68,￥ 1430 亿,周大福,郑家纯,珠宝零售
2022,No.71,￥ 1400 亿,东方希望,张轮大,氧化铝、重化工、饲料
2022,No.71,￥ 1400 亿,李宁,李宁,体育用品
2022,No.73,￥ 1370 亿,三一重工,梁稳根,重型机械
2022,No.74,￥ 1350 亿,万泰生物药业,邱子欣,生物医药
2022,No.75,￥ 1340 亿,南亚塑胶,吴嘉昭,塑料
2022,No.76,￥ 1330 亿,贝壳,彭永东,房地产服务
2022,No.77,￥ 1320 亿,联华电子,洪嘉聪,半导体
2022,No.77,￥ 1320 亿,携程集团,梁建章,互联网旅游服务
2022,No.77,￥ 1320 亿,中通快递,赖梅松,物流
2022,No.80,￥ 1310 亿,中电控股,米高嘉道理,能源
2022,No.81,￥ 1300 亿,京东科技,刘强东,数字科技
2022,No.81,￥ 1300 亿,扬子江药业,徐浩宇,医药
2022,No.83,￥ 1280 亿,台湾塑胶工业,林健男,塑料
2022,No.84,￥ 1270 亿,国泰金控,蔡宏图,保险
2022,No.84,￥ 1270 亿,荣盛控股,李水荣,化纤
2022,No.86,￥ 1220 亿,龙湖集团,吴亚军,房地产
2022,No.87,￥ 1200 亿,大疆,汪滔,机器人
2022,No.88,￥ 1190 亿,温氏食品集团,温志芬,家禽养殖畜牧
2022,No.89,￥ 1170 亿,大全能源,徐广福,电气设备制造、太阳能
2022,No.90,￥ 1160 亿,恒力集团,范红卫,化纤、石化、房地产
2022,No.91,￥ 1150 亿,中兴通讯,李自学,通信设备
2022,No.92,￥ 1130 亿,香港中华煤气,"李家诚,李家杰",燃气
2022,No.93,￥ 1100 亿,合盛硅业,罗立国,工业硅
2022,No.93,￥ 1100 亿,李锦记,李惠中,调味品
2022,No.93,￥ 1100 亿,石药集团,蔡东晨,医药
2022,No.96,￥ 1080 亿,华友钴业,陈雪华,有色金属
2022,No.97,￥ 1060 亿,恒基地产,李家诚,房地产
2022,No.98,￥ 1050 亿,韦尔股份,虞仁荣,半导体
2022,No.98,￥ 1050 亿,正威,王文银,有色金属
2022,No.100,￥ 1040 亿,爱美客,简军,生物医药
2022,No.100,￥ 1040 亿,吉利,李书福,汽车制造
2022,No.102,￥ 1030 亿,洛阳钼业,袁宏林,钼矿
2022,No.102,￥ 1030 亿,沙钢集团,沈文荣,钢铁
2022,No.102,￥ 1030 亿,万达集团,王健林,房地产、文化、投资
2022,No.102,￥ 1030 亿,新奥能源,王玉锁,天然气、能源化工
2022,No.106,￥ 1010 亿,宝丰能源,党彦宝,煤化工
2022,No.107,￥ 1000 亿,小红书,毛文超,软件服务
2022,No.108,￥ 990 亿,九龙仓置业,吴天海,房地产
2022,No.108,￥ 990 亿,台湾化学纤维,王文渊,化纤
2022,No.110,￥ 985 亿,福耀玻璃,曹德旺,玻璃
2022,No.110,￥ 985 亿,申洲国际,马建荣,纺织、服装
2022,No.112,￥ 970 亿,中国信托金融控股,颜文隆,金融
2022,No.113,￥ 965 亿,海大集团,薛华,饲料
2022,No.113,￥ 965 亿,舜宇光学科技,叶辽宁,电子元件
2022,No.115,￥ 945 亿,复星医药,吴以芳,医药
2022,No.116,￥ 940 亿,南山,宋建波,铝业、纺织、房地产
2022,No.117,￥ 935 亿,晶盛机电,曹建伟,机电制造
2022,No.118,￥ 920 亿,日月光投资控股,张虔生,半导体
2022,No.118,￥ 920 亿,三安光电,林志强,LED
2022,No.120,￥ 915 亿,天赐材料,徐金富,化学原料制品
2022,No.121,￥ 910 亿,信发集团,张刚,铝电
2022,No.122,￥ 900 亿,华彬,严彬,饮料
2022,No.122,￥ 900 亿,万向,鲁伟鼎,汽车制造、房地产、农业
2022,No.122,￥ 900 亿,魏桥创业,张波,纺织
2022,No.125,￥ 885 亿,福斯特,林建华,光伏材料
2022,No.126,￥ 875 亿,华住集团,季琦,连锁酒店
2022,No.126,￥ 875 亿,中升集团,黄毅,汽车销售
2022,No.128,￥ 870 亿,滴滴,程维,共享经济
2022,No.128,￥ 870 亿,盛虹集团,缪汉根,印染、化纤、房地产
2022,No.130,￥ 855 亿,海底捞,张勇,餐饮
2022,No.130,￥ 855 亿,特变电工,张新,电器设备
2022,No.132,￥ 850 亿,德业股份,张和君,家电部件制造
2022,No.132,￥ 850 亿,方大集团,方威,能源、零售、投资
2022,No.132,￥ 850 亿,分众传媒,江南春,广告新媒体
2022,No.132,￥ 850 亿,统一企业,罗智先,食品和饮料
2022,No.136,￥ 845 亿,恒立液压,汪立平,高压油缸
2022,No.137,￥ 840 亿,三花控股,张亚波,工业设备、汽车零部件、房地产
2022,No.137,￥ 840 亿,泰格医药,叶小平,医药
2022,No.137,￥ 840 亿,用友网络,王文京,应用软件开发
2022,No.140,￥ 835 亿,公牛集团,阮立平,电工产品
2022,No.140,￥ 835 亿,璞泰来,梁丰,锂电池材料
2022,No.140,￥ 835 亿,青山控股,项秉雪,钢铁
2022,No.143,￥ 825 亿,福莱特,阮洪良,玻璃
2022,No.144,￥ 820 亿,恒生电子,范径武,金融科技
2022,No.144,￥ 820 亿,康龙化成,楼柏良,生物医药
2022,No.146,￥ 815 亿,东方雨虹,李卫国,防水材料
2022,No.146,￥ 815 亿,翰森制药,钟慧娟,医药
2022,No.146,￥ 815 亿,科大讯飞,刘庆峰,软件和信息技术服务业
2022,No.149,￥ 810 亿,澜起科技,杨崇和,芯片
2022,No.150,￥ 805 亿,赛力斯,张兴海,汽车、汽车零配件
2022,No.151,￥ 795 亿,迈为股份,周剑,智能制造装备
2022,No.151,￥ 795 亿,纳思达,汪东颖,打印设备
2022,No.151,￥ 795 亿,信义光能,李贤义,太阳能玻璃
2022,No.154,￥ 790 亿,玉山金融控股,黄永仁,金融
2022,No.154,￥ 790 亿,中国生物制药,谢其润,生物医药
2022,No.156,￥ 785 亿,拓普集团,邬建树,汽车零部件
2022,No.156,￥ 785 亿,卓越集团,李华,房地产
2022,No.158,￥ 775 亿,先导智能,王燕清,新能源设备
2022,No.159,￥ 770 亿,和泰汽车,黄南光,汽车零售
2022,No.160,￥ 765 亿,电能实业,霍建宁,投资
2022,No.161,￥ 760 亿,锦浪科技,王一鸣,光伏材料
2022,No.162,￥ 755 亿,华东医药,吕梁,医药
2022,No.163,￥ 750 亿,台湾大哥大,蔡明忠,电信服务
2022,No.163,￥ 750 亿,长荣海运,张衍义,海运
2022,No.165,￥ 740 亿,联想集团,杨元庆,计算机通信
2022,No.166,￥ 720 亿,郎酒,汪俊林,白酒
2022,No.166,￥ 720 亿,闻泰科技,张学政,半导体
2022,No.168,￥ 710 亿,中天科技,薛济萍,电缆
2022,No.169,￥ 705 亿,碧桂园,杨国强、杨惠妍,房地产
2022,No.170,￥ 700 亿,思摩尔国际,陈志平,电子雾化器
2022,No.170,￥ 700 亿,元气森林,唐彬森,饮料
2022,No.170,￥ 700 亿,远景能源,张雷,新能源设备
2022,No.170,￥ 700 亿,中租控股,陈凤龙,金融
2022,No.174,￥ 690 亿,华南金融控股,张云鹏,金融服务
2022,No.175,￥ 685 亿,东鹏饮料,林木勤,食品和饮料
2022,No.175,￥ 685 亿,沃森生物,李云春,生物制药
2022,No.177,￥ 680 亿,兆易创新,朱一明,闪存芯片
2022,No.178,￥ 670 亿,得物,杨冰,电子商务
2022,No.178,￥ 670 亿,广汇集团,韩士发,汽车销售、能源、房地产
2022,No.178,￥ 670 亿,日照钢铁,杜双华,钢铁
2022,No.181,￥ 665 亿,ESR,Jeffrey David Perlman,物流地产
2022,No.182,￥ 660 亿,圣邦股份,张世龙,半导体
2022,No.183,￥ 655 亿,圆通速递,喻会蛟,物流
2022,No.184,￥ 650 亿,货拉拉,周胜馥,物流
2022,No.184,￥ 650 亿,蜜雪冰城,张红超,餐饮
2022,No.184,￥ 650 亿,欧派家居,姚良松,橱柜
2022,No.187,￥ 645 亿,传音控股,竺兆江,智能手机
2022,No.187,￥ 645 亿,歌尔股份,姜滨,声学及多媒体产品
2022,No.189,￥ 640 亿,大立光电,林恩舟,电子设备
2022,No.189,￥ 640 亿,广达计算机,林百里,电子设备
2022,No.191,￥ 635 亿,广联达,刁志中,应用软件开发
2022,No.191,￥ 635 亿,正泰集团,南存辉,工业电器、投资
2022,No.191,￥ 635 亿,卓胜微电子,许志翰,集成电路
2022,No.194,￥ 630 亿,九龙仓集团,吴天海,房地产
2022,No.194,￥ 630 亿,君实生物,熊俊,生物医药
2022,No.194,￥ 630 亿,以岭药业,吴以岭,医药
2022,No.194,￥ 630 亿,长春,林书鸿,化工
2022,No.198,￥ 625 亿,TCL集团,李东生,消费电子
2022,No.198,￥ 625 亿,斯达半导,沈华,半导体
2022,No.200,￥ 620 亿,统一超商,罗智先,零售
2022,No.200,￥ 620 亿,新希望,刘畅,农业、房地产、金融
2022,No.200,￥ 620 亿,亿联网络,陈智松,通信
2022,No.203,￥ 615 亿,贝泰妮,郭振宇,护肤品
2022,No.203,￥ 615 亿,新和成,胡柏藩,医药
2022,No.205,￥ 610 亿,元大金控,申鼎籛,金融服务
2022,No.205,￥ 610 亿,中国旺旺,蔡衍明,食品和饮料
2022,No.207,￥ 605 亿,三环集团,李钢,电子元件
2022,No.207,￥ 605 亿,阳光保险,张维功,保险
2022,No.209,￥ 600 亿,碧桂园服务,杨惠妍,物业服务
2022,No.209,￥ 600 亿,国轩高科,李缜,新能源设备
2022,No.209,￥ 600 亿,禾迈股份,邵剑雄,光伏逆变器
2022,No.209,￥ 600 亿,康师傅控股,魏宏名,食品和饮料
2022,No.209,￥ 600 亿,世纪金源,黄涛,房地产、投资
2022,No.209,￥ 600 亿,娃哈哈,宗庆后,饮料
2022,No.209,￥ 600 亿,协鑫科技,朱共山,太阳能芯片、发电厂
2022,No.216,￥ 595 亿,国联股份,刘泉,电子商务
2022,No.216,￥ 595 亿,明阳智能,张传卫,新能源设备
2022,No.216,￥ 595 亿,中国宏桥,张波,氧化铝
2022,No.219,￥ 590 亿,小鹏汽车,何小鹏,新能源汽车
2022,No.220,￥ 585 亿,凯莱英,洪浩,生物医药
2022,No.221,￥ 580 亿,富华国际集团,陈丽华,房地产、紫檀博物馆
2022,No.221,￥ 580 亿,华利集团,张聪渊,鞋业
2022,No.223,￥ 575 亿,康希诺,宇学峰,生物医药
2022,No.224,￥ 570 亿,研华,刘克振,电子设备
2022,No.225,￥ 565 亿,满帮,张晖,物流
2022,No.226,￥ 560 亿,富途控股,李华,金融科技
2022,No.226,￥ 560 亿,伊泰集团,张东海,煤炭
2022,No.226,￥ 560 亿,永兴材料,高兴江,钢铁
2022,No.229,￥ 550 亿,上机数控,杨建良,设备制造
2022,No.229,￥ 550 亿,台湾水泥,张安平,水泥工业
2022,No.231,￥ 545 亿,中科创达,赵鸿飞,智能终端操作系统
2022,No.232,￥ 540 亿,爱旭股份,陈刚,太阳能
2022,No.232,￥ 540 亿,华大智能制造,汪健,基因检测
2022,No.232,￥ 540 亿,华熙生物,赵燕,生物医药
2022,No.232,￥ 540 亿,商汤科技,汤晓鸥,人工智能
2022,No.232,￥ 540 亿,欣兴电子,曾子章,电子元件
2022,No.237,￥ 535 亿,恒隆地产,陈启宗,房地产
2022,No.237,￥ 535 亿,汇能煤电集团,郭金树,煤炭、路桥、房地产
2022,No.237,￥ 535 亿,蓝思科技,周群飞,电子元件
2022,No.237,￥ 535 亿,士兰微,陈向东,半导体
2022,No.237,￥ 535 亿,同花顺,易峥,金融数据服务
2022,No.237,￥ 535 亿,信义玻璃,李贤义,玻璃
2022,No.243,￥ 530 亿,海航控股,丁拥政,航空运输
2022,No.243,￥ 530 亿,万洲国际,万隆,食品和饮料
2022,No.243,￥ 530 亿,新奥股份,王玉锁,天然气、能源化工
2022,No.246,￥ 525 亿,BOSS直聘,赵鹏,招聘网站
2022,No.247,￥ 520 亿,东方电缆,夏崇耀,电缆
2022,No.247,￥ 520 亿,红星美凯龙控股集团,车建兴,家具连锁
2022,No.247,￥ 520 亿,三六零,周鸿祎,网络信息服务
2022,No.247,￥ 520 亿,远传电信,徐旭东,通信服务
2022,No.251,￥ 510 亿,上海商业储蓄银行,李庆言,金融
2022,No.251,￥ 510 亿,中伟股份,邓伟明,锂电池材料
2022,No.253,￥ 500 亿,车好多,杨浩涌,汽车交易
2022,No.253,￥ 500 亿,德方纳米,孔令涌,锂电池
2022,No.253,￥ 500 亿,米哈游,蔡浩宇,游戏
2022,No.253,￥ 500 亿,中华开发金融,张家祝,保险
2022,No.257,￥ 495 亿,东山精密,袁永刚,精密铸件
2022,No.257,￥ 495 亿,派能科技,韦在胜,锂电池
2022,No.257,￥ 495 亿,深信服,何朝曦,应用软件服务
2022,No.260,￥ 490 亿,富卫集团,黄清风,保险
2022,No.260,￥ 490 亿,卫星化学,杨卫东,化工
2022,No.260,￥ 490 亿,益丰药房,高毅,医药零售
2022,No.260,￥ 490 亿,昱能科技,凌志敏,光伏逆变器
2022,No.260,￥ 490 亿,中国飞鹤,冷友斌,乳制品
2022,No.265,￥ 485 亿,金蝶国际,徐少春,应用软件开发
2022,No.265,￥ 485 亿,苏商建设,严昕,基础建设
2022,No.267,￥ 480 亿,藏格矿业,肖宁,化工
2022,No.267,￥ 480 亿,春秋航空,王煜,航空运输
2022,No.267,￥ 480 亿,剑南春,乔天明,白酒
2022,No.267,￥ 480 亿,珀莱雅,侯军呈,化妆品
2022,No.267,￥ 480 亿,舍得酒业,张树平,白酒
2022,No.267,￥ 480 亿,万海航运,陈柏廷,运输
2022,No.267,￥ 480 亿,欣旺达,王威,电子部件
2022,No.267,￥ 480 亿,新世界发展,郑家纯,房地产
2022,No.267,￥ 480 亿,信达生物,俞德超,医药
2022,No.276,￥ 475 亿,金地集团,凌克,房地产
2022,No.277,￥ 470 亿,威高股份,陈学利,医疗器械
2022,No.277,￥ 470 亿,微医,廖杰远,健康科技
2022,No.279,￥ 465 亿,奇安信,齐向东,网络安全
2022,No.279,￥ 465 亿,通策医疗,吕建明,医疗服务
2022,No.279,￥ 465 亿,中控技术,崔山,工控设备
2022,No.282,￥ 460 亿,元太科技,李政昊,电子元件
2022,No.283,￥ 455 亿,港灯,霍建宁,电力公用事业
2022,No.283,￥ 455 亿,亿利资源,王文彪,光伏、治沙
2022,No.285,￥ 450 亿,58同城,姚劲波,生活服务
2022,No.285,￥ 450 亿,亨通集团,崔根良,电缆
2022,No.285,￥ 450 亿,嘉晨,孙寿宽,钢铁、耐火材料、煤化工
2022,No.285,￥ 450 亿,杉杉股份,郑永刚,锂电池、服装、投资
2022,No.285,￥ 450 亿,天岳先进,宗艳民,半导体材料
2022,No.285,￥ 450 亿,小马智行,彭军,人工智能
2022,No.285,￥ 450 亿,兴盛优选,岳立华,新零售
2022,No.292,￥ 445 亿,晨光文具,陈湖文,文具用品制造
2022,No.292,￥ 445 亿,东莞农商银行,王耀球,金融服务
2022,No.292,￥ 445 亿,格科微,赵立新,CMOS图像传感器
2022,No.292,￥ 445 亿,乐普医疗,蒲忠杰,医疗器械
2022,No.292,￥ 445 亿,石英股份,陈士斌,石英制品
2022,No.292,￥ 445 亿,视源电子科技,王毅然,消费电子
2022,No.298,￥ 440 亿,安井食品,刘鸣鸣,食品和饮料
2022,No.298,￥ 440 亿,国巨,陈泰铭,电子元件
2022,No.298,￥ 440 亿,捷佳伟创,余仲,太阳能
2022,No.298,￥ 440 亿,金斯瑞生物科技,孟建革,生物医药
2022,No.298,￥ 440 亿,星河控股集团,黄楚龙,房地产、投资
2022,No.298,￥ 440 亿,永丰金融控股,陈思宽,金融服务
2022,No.304,￥ 435 亿,达利食品,许世辉,食品和饮料
2022,No.304,￥ 435 亿,复星国际,郭广昌,投资
2022,No.304,￥ 435 亿,龙佰集团,许刚,钛白粉
2022,No.304,￥ 435 亿,中国燃气,刘明辉,燃气
2022,No.308,￥ 430 亿,华硕电脑,施崇棠,电子设备
2022,No.308,￥ 430 亿,敬业集团,李赶坡,钢铁
2022,No.308,￥ 430 亿,科沃斯,钱东奇,机器人
2022,No.308,￥ 430 亿,三棵树,洪杰,化工
2022,No.308,￥ 430 亿,远景动力,张雷,新能源
2022,No.313,￥ 420 亿,哔哩哔哩,陈睿,视频弹幕网站
2022,No.313,￥ 420 亿,联咏科技,何泰舜,半导体
2022,No.313,￥ 420 亿,南亚科技,吴嘉昭,半导体
2022,No.313,￥ 420 亿,荣昌生物,王威东,生物医药
2022,No.317,￥ 415 亿,格林美,许开华,废弃资源综合利用、新能源
2022,No.317,￥ 415 亿,康泰生物,杜伟民,生物医药
2022,No.317,￥ 415 亿,美锦能源,姚锦龙,煤炭
2022,No.317,￥ 415 亿,三一重能,周福贵,新能源
2022,No.317,￥ 415 亿,银泰黄金,杨海飞,有色金属
2022,No.322,￥ 410 亿,华新丽华,焦佑伦,电气设备
2022,No.322,￥ 410 亿,立白科技集团,陈凯旋,日化用品
2022,No.322,￥ 410 亿,盛新锂能,周祎,锂电池
2022,No.322,￥ 410 亿,唯品会,沈亚,电子商务
2022,No.322,￥ 410 亿,亚德客,王世忠,机械设备
2022,No.322,￥ 410 亿,鱼跃医疗,吴群,医疗设备
2022,No.328,￥ 405 亿,凯赛生物,刘修才,生物医药
2022,No.328,￥ 405 亿,迎驾贡酒,倪永培,白酒
2022,No.330,￥ 400 亿,大参林医药集团,柯云峰,医药零售
2022,No.330,￥ 400 亿,高德红外,黄立,电子元件
2022,No.330,￥ 400 亿,固德威,黄敏,光伏材料
2022,No.330,￥ 400 亿,光启技术,刘若鹏,超材料
2022,No.330,￥ 400 亿,硅力杰,陈伟,半导体
2022,No.330,￥ 400 亿,华林证券,林立,金融、投资
2022,No.330,￥ 400 亿,集创北方,张晋芳,半导体
2022,No.330,￥ 400 亿,美腕,戚振波,电子商务
2022,No.330,￥ 400 亿,盛美上海,王晖,半导体
2022,No.330,￥ 400 亿,台新金融控股,吴东亮,金融服务
2022,No.330,￥ 400 亿,万得资讯,陆风,金融数据服务
2022,No.341,￥ 395 亿,Animoca Brands,萧逸,娱乐
2022,No.341,￥ 395 亿,大北农,邵根伙,饲料
2022,No.341,￥ 395 亿,尖沙咀置业,黄志祥,房地产
2022,No.341,￥ 395 亿,新产业,饶微,体外诊断
2022,No.345,￥ 390 亿,容百科技,白厚善,新能源设备
2022,No.345,￥ 390 亿,天华超净,裴振华,电子元件，纺织
2022,No.345,￥ 390 亿,天能股份,张天任,新能源电池
2022,No.345,￥ 390 亿,中矿资源,王平卫,有色金属
2022,No.349,￥ 385 亿,大华技术,傅利泉,软件服务
2022,No.349,￥ 385 亿,法拉电子,严春光,电子元件
2022,No.349,￥ 385 亿,建龙重工集团,张志祥,钢铁、矿业、船运
2022,No.349,￥ 385 亿,君正集成电路,刘强,集成电路
2022,No.353,￥ 380 亿,光威复材,卢钊钧,化工
2022,No.353,￥ 380 亿,信立泰,叶澄海,生物医药
2022,No.353,￥ 380 亿,星宇股份,周晓萍,汽车灯具
2022,No.353,￥ 380 亿,远东新世纪,徐旭东,纺织，投资
2022,No.357,￥ 375 亿,波司登,高德康,服装
2022,No.357,￥ 375 亿,海丰国际,杨绍鹏,海运
2022,No.357,￥ 375 亿,宏发股份,郭满金,工业电器、投资
2022,No.357,￥ 375 亿,陆金所,计葵生,金融科技
2022,No.357,￥ 375 亿,上海莱士,陈杰,生物医药
2022,No.357,￥ 375 亿,神州细胞生物技术集团,谢良志,生物医药
2022,No.363,￥ 370 亿,安图生物,苗拥军,基因检测
2022,No.363,￥ 370 亿,丰泰企业,王建弘,运动用品
2022,No.363,￥ 370 亿,和硕,童子贤,电脑设备
2022,No.363,￥ 370 亿,江特电机,胡春晖,电机设备
2022,No.363,￥ 370 亿,空中云汇,Jack Zhang,金融科技
2022,No.363,￥ 370 亿,瑞昱半导体,邱顺建,半导体
2022,No.363,￥ 370 亿,润泽科技,周超男,数据服务
2022,No.370,￥ 365 亿,伯特利,袁永彬,汽车零部件
2022,No.370,￥ 365 亿,华厦眼科,苏庆灿,医疗服务
2022,No.370,￥ 365 亿,九洲药业,花莉蓉,医药
2022,No.370,￥ 365 亿,君正集团,张海生,化工
2022,No.370,￥ 365 亿,纳芯微,王升杨,半导体
2022,No.370,￥ 365 亿,三七互娱,李卫伟,网络游戏
2022,No.370,￥ 365 亿,永泰能源,王广西,煤炭
2022,No.377,￥ 360 亿,百润股份,刘晓东,饮料
2022,No.377,￥ 360 亿,光宝科技,宋明峰,电脑设备
2022,No.377,￥ 360 亿,恒安国际,施文博,个人护理用品
2022,No.377,￥ 360 亿,恒逸集团,邱建林,化工
2022,No.377,￥ 360 亿,伟明环保,项光明,固废发电
2022,No.377,￥ 360 亿,雅迪控股,董经贵,电动车
2022,No.377,￥ 360 亿,韵达股份,"聂腾云,陈立英",物流
2022,No.377,￥ 360 亿,昭衍新药,冯宇霞,生物医药
2022,No.385,￥ 355 亿,华峰化学,尤小平,化工、铝业、投资
2022,No.385,￥ 355 亿,思瑞浦,周之栩,芯片
2022,No.385,￥ 355 亿,宋城集团,张娴,旅游、房地产
2022,No.385,￥ 355 亿,怡合达,金立国,自动化设备
2022,No.389,￥ 350 亿,wifi万能钥匙,郭忠祥,移动互联网
2022,No.389,￥ 350 亿,华测检测,万峰,病理检测
2022,No.389,￥ 350 亿,华兰生物,安康,生物医药
2022,No.389,￥ 350 亿,金域医学,梁耀铭,医疗数据服务
2022,No.389,￥ 350 亿,领益智造,曾芳勤,消费电子精密件
2022,No.389,￥ 350 亿,龙芯中科,胡伟武,半导体
2022,No.389,￥ 350 亿,生益科技,刘述峰,电子制造
2022,No.389,￥ 350 亿,众泰汽车,黄继宏,汽车
2022,No.397,￥ 345 亿,柏楚电子,唐晔,电子元件
2022,No.397,￥ 345 亿,杰瑞股份,王坤晓,机械设备
2022,No.397,￥ 345 亿,科伦药业,刘革新,制药、医药流通
2022,No.397,￥ 345 亿,丽珠集团,朱保国,中成药
2022,No.397,￥ 345 亿,人福医药,李杰,医药
2022,No.397,￥ 345 亿,瑞芯微,励民,半导体
2022,No.397,￥ 345 亿,天山铝业,曾超林,铝
2022,No.397,￥ 345 亿,桐昆股份,陈士良,化工
2022,No.405,￥ 340 亿,奥特维,葛志勇,光伏设备
2022,No.405,￥ 340 亿,滨江集团,戚金兴,房地产
2022,No.405,￥ 340 亿,国金证券,冉云,金融服务
2022,No.405,￥ 340 亿,绝味食品,戴文军,食品和饮料
2022,No.405,￥ 340 亿,伟星集团,金红阳,管道制造
2022,No.405,￥ 340 亿,奕瑞科技,顾铁,医疗设备
2022,No.411,￥ 335 亿,赤峰黄金,王建华,金矿
2022,No.411,￥ 335 亿,汤臣倍健,梁允超,保健品
2022,No.411,￥ 335 亿,喜茶,聂云宸,餐饮
2022,No.411,￥ 335 亿,中国宝安集团,陈政立,新材料
2022,No.415,￥ 330 亿,抚顺特钢,季永新,钢铁
2022,No.415,￥ 330 亿,华海药业,李宏,医药
2022,No.415,￥ 330 亿,钧达股份,陆小红,光伏设备
2022,No.415,￥ 330 亿,科达制造,边程,陶瓷设备
2022,No.415,￥ 330 亿,融捷集团,吕向阳,投资
2022,No.415,￥ 330 亿,润泰创新,简沧圳,房地产
